zipcode,chicago,minority,companies_name,name,bi_policy_premium,pd_policy_premium,state_risk,white_non_hisp_pct,risk_difference,combined_premium
61319,FALSE,FALSE,Erie Ins Co,ERIE INS GRP,171,121.0,90.3906817038359,88.9,201.6093182961641,292.0
61319,FALSE,FALSE,USAA Gen Ind Co,UNITED SERV AUTOMOBILE ASSN GRP,131,118.0,90.3906817038359,88.9,158.6093182961641,249.0
61319,FALSE,FALSE,American Standard Ins Co of WI,AMERICAN FAMILY INS GRP,636,0.0,90.3906817038359,88.9,545.6093182961641,636.0
61319,FALSE,FALSE,Metropolitan Grp Prop & Cas Ins Co,METROPOLITAN GRP,267,202.0,90.3906817038359,88.9,378.60931829616413,469.0
61319,FALSE,FALSE,Geico Ind Co,BERKSHIRE HATHAWAY GRP,291,225.0,90.3906817038359,88.9,425.60931829616413,516.0
61319,FALSE,FALSE,Progressive Direct Ins Co,PROGRESSIVE GRP,302,113.0,90.3906817038359,88.9,324.60931829616413,415.0
61319,FALSE,FALSE,Travelers Commercial Ins Co,Travelers Grp,151,94.0,90.3906817038359,88.9,154.6093182961641,245.0
61319,FALSE,FALSE,United Serv Automobile Assn,UNITED SERV AUTOMOBILE ASSN GRP,101,70.0,90.3906817038359,88.9,80.6093182961641,171.0
61319,FALSE,FALSE,Allstate Fire & Cas Ins Co,ALLSTATE INS GRP,196,157.0,90.3906817038359,88.9,262.60931829616413,353.0
61319,FALSE,FALSE,Farmers Automobile Ins Assoc,PEKIN INS GRP,178,126.0,90.3906817038359,88.9,213.6093182961641,304.0
61319,FALSE,FALSE,Country Mut Ins Co,Country Ins & Fin Serv Grp,134,114.0,90.3906817038359,88.9,157.6093182961641,248.0
61319,FALSE,FALSE,Owners Ins Co,AUTO OWNERS GRP,183,121.0,90.3906817038359,88.9,213.6093182961641,304.0
61319,FALSE,FALSE,Progressive Northern Ins Co,PROGRESSIVE GRP,172,127.0,90.3906817038359,88.9,208.6093182961641,299.0
61319,FALSE,FALSE,Progressive Universal Ins Co,PROGRESSIVE GRP,265,95.0,90.3906817038359,88.9,269.60931829616413,360.0
61319,FALSE,FALSE,Economy Preferred Ins Co,METROPOLITAN GRP,160,101.0,90.3906817038359,88.9,170.6093182961641,261.0
61319,FALSE,FALSE,Illinois Farmers Ins Co,FARMERS INS GRP,182,140.0,90.3906817038359,88.9,231.6093182961641,322.0
61319,FALSE,FALSE,State Farm Fire & Cas Co,STATE FARM GRP,295,0.0,90.3906817038359,88.9,204.6093182961641,295.0
61319,FALSE,FALSE,Metropolitan Cas Ins Co,METROPOLITAN GRP,198,123.0,90.3906817038359,88.9,230.6093182961641,321.0
61319,FALSE,FALSE,Country Pref Ins Co,Country Ins & Fin Serv Grp,131,112.0,90.3906817038359,88.9,152.6093182961641,243.0
61319,FALSE,FALSE,American Family Mut Ins Co,AMERICAN FAMILY INS GRP,371,0.0,90.3906817038359,88.9,280.60931829616413,371.0
61319,FALSE,FALSE,Allstate Ind Co,ALLSTATE INS GRP,324,168.0,90.3906817038359,88.9,401.60931829616413,492.0
61319,FALSE,FALSE,Liberty Mut Fire Ins Co,LIBERTY MUT GRP,334,0.0,90.3906817038359,88.9,243.6093182961641,334.0
61319,FALSE,FALSE,Geico Cas Co,BERKSHIRE HATHAWAY GRP,148,128.0,90.3906817038359,88.9,185.6093182961641,276.0
61319,FALSE,FALSE,Geico Gen Ins Co,BERKSHIRE HATHAWAY GRP,140,117.0,90.3906817038359,88.9,166.6093182961641,257.0
61319,FALSE,FALSE,Safeco Ins Co Of IL,LIBERTY MUT GRP,148,154.0,90.3906817038359,88.9,211.6093182961641,302.0
61320,FALSE,FALSE,Erie Ins Exch,ERIE INS GRP,153,104.0,92.8402695956546,97.8,164.1597304043454,257.0
61320,FALSE,FALSE,Metropolitan Prop & Cas Ins Co,METROPOLITAN GRP,132,120.0,92.8402695956546,97.8,159.1597304043454,252.0
61320,FALSE,FALSE,First Liberty Ins Corp,LIBERTY MUT GRP,329,0.0,92.8402695956546,97.8,236.1597304043454,329.0
61320,FALSE,FALSE,American Standard Ins Co of WI,AMERICAN FAMILY INS GRP,636,0.0,92.8402695956546,97.8,543.1597304043454,636.0
61320,FALSE,FALSE,Safeco Ins Co Of IL,LIBERTY MUT GRP,141,154.0,92.8402695956546,97.8,202.1597304043454,295.0
61320,FALSE,FALSE,Government Employees Ins Co,BERKSHIRE HATHAWAY GRP,140,117.0,92.8402695956546,97.8,164.1597304043454,257.0
61320,FALSE,FALSE,USAA Gen Ind Co,UNITED SERV AUTOMOBILE ASSN GRP,120,127.0,92.8402695956546,97.8,154.1597304043454,247.0
61320,FALSE,FALSE,Progressive Direct Ins Co,PROGRESSIVE GRP,304,105.0,92.8402695956546,97.8,316.1597304043454,409.0
61320,FALSE,FALSE,Allstate Fire & Cas Ins Co,ALLSTATE INS GRP,223,129.0,92.8402695956546,97.8,259.1597304043454,352.0
61320,FALSE,FALSE,Country Mut Ins Co,Country Ins & Fin Serv Grp,123,105.0,92.8402695956546,97.8,135.1597304043454,228.0
61320,FALSE,FALSE,American Family Mut Ins Co,AMERICAN FAMILY INS GRP,371,0.0,92.8402695956546,97.8,278.1597304043454,371.0
61320,FALSE,FALSE,Trumbull Ins Co,HARTFORD FIRE & CAS GRP,167,40.0,92.8402695956546,97.8,114.1597304043454,207.0
61320,FALSE,FALSE,Geico Ind Co,BERKSHIRE HATHAWAY GRP,291,225.0,92.8402695956546,97.8,423.1597304043454,516.0
61320,FALSE,FALSE,Allstate Ind Co,ALLSTATE INS GRP,334,154.0,92.8402695956546,97.8,395.1597304043454,488.0
61320,FALSE,FALSE,Metropolitan Grp Prop & Cas Ins Co,METROPOLITAN GRP,230,192.0,92.8402695956546,97.8,329.1597304043454,422.0
61320,FALSE,FALSE,Travelers Home & Marine Ins Co,Travelers Grp,166,104.0,92.8402695956546,97.8,177.1597304043454,270.0
61320,FALSE,FALSE,Illinois Farmers Ins Co,FARMERS INS GRP,253,138.0,92.8402695956546,97.8,298.1597304043454,391.0
61320,FALSE,FALSE,State Farm Fire & Cas Co,STATE FARM GRP,355,0.0,92.8402695956546,97.8,262.1597304043454,355.0
61320,FALSE,FALSE,Liberty Mut Fire Ins Co,LIBERTY MUT GRP,322,0.0,92.8402695956546,97.8,229.1597304043454,322.0
61320,FALSE,FALSE,Progressive Northern Ins Co,PROGRESSIVE GRP,174,118.0,92.8402695956546,97.8,199.1597304043454,292.0
61320,FALSE,FALSE,Travelers Commercial Ins Co,Travelers Grp,159,99.0,92.8402695956546,97.8,165.1597304043454,258.0
61320,FALSE,FALSE,United Serv Automobile Assn,UNITED SERV AUTOMOBILE ASSN GRP,81,73.0,92.8402695956546,97.8,61.159730404345396,154.0
61320,FALSE,FALSE,State Farm Mut Auto Ins Co,STATE FARM GRP,320,0.0,92.8402695956546,97.8,227.1597304043454,320.0
61320,FALSE,FALSE,Progressive Universal Ins Co,PROGRESSIVE GRP,267,88.0,92.8402695956546,97.8,262.1597304043454,355.0
61320,FALSE,FALSE,Owners Ins Co,AUTO OWNERS GRP,195,129.0,92.8402695956546,97.8,231.1597304043454,324.0
61320,FALSE,FALSE,Farmers Automobile Ins Assoc,PEKIN INS GRP,140,99.0,92.8402695956546,97.8,146.1597304043454,239.0
61320,FALSE,FALSE,Geico Cas Co,BERKSHIRE HATHAWAY GRP,148,128.0,92.8402695956546,97.8,183.1597304043454,276.0
61320,FALSE,FALSE,Metropolitan Cas Ins Co,METROPOLITAN GRP,188,135.0,92.8402695956546,97.8,230.1597304043454,323.0
61320,FALSE,FALSE,USAA Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,76,88.0,92.8402695956546,97.8,71.1597304043454,164.0
61320,FALSE,FALSE,Erie Ins Co,ERIE INS GRP,176,122.0,92.8402695956546,97.8,205.1597304043454,298.0
61320,FALSE,FALSE,Economy Preferred Ins Co,METROPOLITAN GRP,152,109.0,92.8402695956546,97.8,168.1597304043454,261.0
61320,FALSE,FALSE,Garrison Prop & Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,110,128.0,92.8402695956546,97.8,145.1597304043454,238.0
61320,FALSE,FALSE,Country Pref Ins Co,Country Ins & Fin Serv Grp,120,103.0,92.8402695956546,97.8,130.1597304043454,223.0
61320,FALSE,FALSE,Geico Gen Ins Co,BERKSHIRE HATHAWAY GRP,140,117.0,92.8402695956546,97.8,164.1597304043454,257.0
61321,FALSE,FALSE,American Standard Ins Co of WI,AMERICAN FAMILY INS GRP,610,0.0,285.934792495317,91.2,324.065207504683,610.0
61321,FALSE,FALSE,Geico Cas Co,BERKSHIRE HATHAWAY GRP,148,128.0,285.934792495317,91.2,-9.934792495317026,276.0
61321,FALSE,FALSE,Metropolitan Prop & Cas Ins Co,METROPOLITAN GRP,102,140.0,285.934792495317,91.2,-43.934792495317026,242.0
61321,FALSE,FALSE,Travelers Home & Marine Ins Co,Travelers Grp,165,100.0,285.934792495317,91.2,-20.934792495317026,265.0
61321,FALSE,FALSE,Illinois Farmers Ins Co,FARMERS INS GRP,212,135.0,285.934792495317,91.2,61.065207504682974,347.0
61321,FALSE,FALSE,Allstate Fire & Cas Ins Co,ALLSTATE INS GRP,236,158.0,285.934792495317,91.2,108.06520750468297,394.0
61321,FALSE,FALSE,State Farm Fire & Cas Co,STATE FARM GRP,343,0.0,285.934792495317,91.2,57.065207504682974,343.0
61321,FALSE,FALSE,American Family Mut Ins Co,AMERICAN FAMILY INS GRP,356,0.0,285.934792495317,91.2,70.06520750468297,356.0
61321,FALSE,FALSE,Trumbull Ins Co,HARTFORD FIRE & CAS GRP,185,36.0,285.934792495317,91.2,-64.93479249531703,221.0
61321,FALSE,FALSE,Government Employees Ins Co,BERKSHIRE HATHAWAY GRP,140,117.0,285.934792495317,91.2,-28.934792495317026,257.0
61321,FALSE,FALSE,Progressive Universal Ins Co,PROGRESSIVE GRP,274,109.0,285.934792495317,91.2,97.06520750468297,383.0
61321,FALSE,FALSE,Progressive Direct Ins Co,PROGRESSIVE GRP,313,130.0,285.934792495317,91.2,157.06520750468297,443.0
61321,FALSE,FALSE,Travelers Commercial Ins Co,Travelers Grp,158,96.0,285.934792495317,91.2,-31.934792495317026,254.0
61321,FALSE,FALSE,Metropolitan Grp Prop & Cas Ins Co,METROPOLITAN GRP,279,194.0,285.934792495317,91.2,187.06520750468297,473.0
61321,FALSE,FALSE,Geico Gen Ins Co,BERKSHIRE HATHAWAY GRP,140,117.0,285.934792495317,91.2,-28.934792495317026,257.0
61321,FALSE,FALSE,Farmers Automobile Ins Assoc,PEKIN INS GRP,178,126.0,285.934792495317,91.2,18.065207504682974,304.0
61321,FALSE,FALSE,USAA Gen Ind Co,UNITED SERV AUTOMOBILE ASSN GRP,131,118.0,285.934792495317,91.2,-36.934792495317026,249.0
61321,FALSE,FALSE,Owners Ins Co,AUTO OWNERS GRP,212,140.0,285.934792495317,91.2,66.06520750468297,352.0
61321,FALSE,FALSE,USAA Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,94,76.0,285.934792495317,91.2,-115.93479249531703,170.0
61321,FALSE,FALSE,Economy Preferred Ins Co,METROPOLITAN GRP,160,101.0,285.934792495317,91.2,-24.934792495317026,261.0
61321,FALSE,FALSE,Allstate Ind Co,ALLSTATE INS GRP,319,189.0,285.934792495317,91.2,222.06520750468297,508.0
61321,FALSE,FALSE,Metropolitan Cas Ins Co,METROPOLITAN GRP,198,123.0,285.934792495317,91.2,35.065207504682974,321.0
61321,FALSE,FALSE,Country Mut Ins Co,Country Ins & Fin Serv Grp,149,127.0,285.934792495317,91.2,-9.934792495317026,276.0
61321,FALSE,FALSE,Country Pref Ins Co,Country Ins & Fin Serv Grp,146,125.0,285.934792495317,91.2,-14.934792495317026,271.0
61321,FALSE,FALSE,Progressive Northern Ins Co,PROGRESSIVE GRP,183,146.0,285.934792495317,91.2,43.065207504682974,329.0
61321,FALSE,FALSE,United Serv Automobile Assn,UNITED SERV AUTOMOBILE ASSN GRP,101,70.0,285.934792495317,91.2,-114.93479249531703,171.0
61321,FALSE,FALSE,State Farm Mut Auto Ins Co,STATE FARM GRP,309,0.0,285.934792495317,91.2,23.065207504682974,309.0
61321,FALSE,FALSE,Safeco Ins Co Of IL,LIBERTY MUT GRP,148,145.0,285.934792495317,91.2,7.065207504682974,293.0
61321,FALSE,FALSE,Liberty Mut Fire Ins Co,LIBERTY MUT GRP,334,0.0,285.934792495317,91.2,48.065207504682974,334.0
61321,FALSE,FALSE,Erie Ins Co,ERIE INS GRP,172,117.0,285.934792495317,91.2,3.0652075046829736,289.0
61321,FALSE,FALSE,Garrison Prop & Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,172,135.0,285.934792495317,91.2,21.065207504682974,307.0
61321,FALSE,FALSE,First Liberty Ins Corp,LIBERTY MUT GRP,341,0.0,285.934792495317,91.2,55.065207504682974,341.0
61321,FALSE,FALSE,Erie Ins Exch,ERIE INS GRP,150,99.0,285.934792495317,91.2,-36.934792495317026,249.0
61321,FALSE,FALSE,Geico Ind Co,BERKSHIRE HATHAWAY GRP,291,225.0,285.934792495317,91.2,230.06520750468297,516.0
61322,FALSE,TRUE,First Liberty Ins Corp,LIBERTY MUT GRP,354,0.0,119.101513455115,29.2,234.898486544885,354.0
61322,FALSE,TRUE,Allstate Fire & Cas Ins Co,ALLSTATE INS GRP,223,129.0,119.101513455115,29.2,232.898486544885,352.0
61322,FALSE,TRUE,Allstate Ind Co,ALLSTATE INS GRP,334,154.0,119.101513455115,29.2,368.89848654488503,488.0
61322,FALSE,TRUE,Geico Gen Ins Co,BERKSHIRE HATHAWAY GRP,140,117.0,119.101513455115,29.2,137.898486544885,257.0
61322,FALSE,TRUE,United Serv Automobile Assn,UNITED SERV AUTOMOBILE ASSN GRP,81,73.0,119.101513455115,29.2,34.898486544885,154.0
61322,FALSE,TRUE,State Farm Fire & Cas Co,STATE FARM GRP,330,0.0,119.101513455115,29.2,210.898486544885,330.0
61322,FALSE,TRUE,Progressive Direct Ins Co,PROGRESSIVE GRP,300,105.0,119.101513455115,29.2,285.89848654488503,405.0
61322,FALSE,TRUE,Illinois Farmers Ins Co,FARMERS INS GRP,205,134.0,119.101513455115,29.2,219.898486544885,339.0
61322,FALSE,TRUE,Travelers Commercial Ins Co,Travelers Grp,161,107.0,119.101513455115,29.2,148.898486544885,268.0
61322,FALSE,TRUE,Travelers Home & Marine Ins Co,Travelers Grp,168,111.0,119.101513455115,29.2,159.898486544885,279.0
61322,FALSE,TRUE,Farmers Automobile Ins Assoc,PEKIN INS GRP,140,99.0,119.101513455115,29.2,119.898486544885,239.0
61322,FALSE,TRUE,Metropolitan Cas Ins Co,METROPOLITAN GRP,188,135.0,119.101513455115,29.2,203.898486544885,323.0
61322,FALSE,TRUE,Erie Ins Co,ERIE INS GRP,172,117.0,119.101513455115,29.2,169.898486544885,289.0
61322,FALSE,TRUE,Geico Cas Co,BERKSHIRE HATHAWAY GRP,148,128.0,119.101513455115,29.2,156.898486544885,276.0
61322,FALSE,TRUE,Progressive Northern Ins Co,PROGRESSIVE GRP,170,118.0,119.101513455115,29.2,168.898486544885,288.0
61322,FALSE,TRUE,Liberty Mut Fire Ins Co,LIBERTY MUT GRP,347,0.0,119.101513455115,29.2,227.898486544885,347.0
61322,FALSE,TRUE,Metropolitan Grp Prop & Cas Ins Co,METROPOLITAN GRP,206,160.0,119.101513455115,29.2,246.898486544885,366.0
61322,FALSE,TRUE,Owners Ins Co,AUTO OWNERS GRP,195,129.0,119.101513455115,29.2,204.898486544885,324.0
61322,FALSE,TRUE,USAA Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,76,88.0,119.101513455115,29.2,44.898486544885,164.0
61322,FALSE,TRUE,Safeco Ins Co Of IL,LIBERTY MUT GRP,148,145.0,119.101513455115,29.2,173.898486544885,293.0
61322,FALSE,TRUE,Country Mut Ins Co,Country Ins & Fin Serv Grp,123,105.0,119.101513455115,29.2,108.898486544885,228.0
61322,FALSE,TRUE,Garrison Prop & Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,110,128.0,119.101513455115,29.2,118.898486544885,238.0
61322,FALSE,TRUE,State Farm Mut Auto Ins Co,STATE FARM GRP,297,0.0,119.101513455115,29.2,177.898486544885,297.0
61322,FALSE,TRUE,Progressive Universal Ins Co,PROGRESSIVE GRP,264,88.0,119.101513455115,29.2,232.898486544885,352.0
61322,FALSE,TRUE,Trumbull Ins Co,HARTFORD FIRE & CAS GRP,151,33.0,119.101513455115,29.2,64.898486544885,184.0
61322,FALSE,TRUE,American Standard Ins Co of WI,AMERICAN FAMILY INS GRP,610,0.0,119.101513455115,29.2,490.89848654488503,610.0
61322,FALSE,TRUE,Metropolitan Prop & Cas Ins Co,METROPOLITAN GRP,156,140.0,119.101513455115,29.2,176.898486544885,296.0
61322,FALSE,TRUE,USAA Gen Ind Co,UNITED SERV AUTOMOBILE ASSN GRP,120,127.0,119.101513455115,29.2,127.898486544885,247.0
61322,FALSE,TRUE,Economy Preferred Ins Co,METROPOLITAN GRP,152,109.0,119.101513455115,29.2,141.898486544885,261.0
61322,FALSE,TRUE,Country Pref Ins Co,Country Ins & Fin Serv Grp,120,103.0,119.101513455115,29.2,103.898486544885,223.0
61322,FALSE,TRUE,Geico Ind Co,BERKSHIRE HATHAWAY GRP,291,225.0,119.101513455115,29.2,396.89848654488503,516.0
61322,FALSE,TRUE,Erie Ins Exch,ERIE INS GRP,150,99.0,119.101513455115,29.2,129.898486544885,249.0
61322,FALSE,TRUE,Government Employees Ins Co,BERKSHIRE HATHAWAY GRP,140,117.0,119.101513455115,29.2,137.898486544885,257.0
61322,FALSE,TRUE,American Family Mut Ins Co,AMERICAN FAMILY INS GRP,356,0.0,119.101513455115,29.2,236.898486544885,356.0
61324,FALSE,FALSE,Allstate Ind Co,ALLSTATE INS GRP,377,172.0,254.535849165322,73.7,294.464150834678,549.0
61324,FALSE,FALSE,Allstate Fire & Cas Ins Co,ALLSTATE INS GRP,207,145.0,254.535849165322,73.7,97.46415083467801,352.0
61324,FALSE,FALSE,Progressive Direct Ins Co,PROGRESSIVE GRP,307,105.0,254.535849165322,73.7,157.464150834678,412.0
61324,FALSE,FALSE,Owners Ins Co,AUTO OWNERS GRP,195,129.0,254.535849165322,73.7,69.46415083467801,324.0
61324,FALSE,FALSE,Metropolitan Grp Prop & Cas Ins Co,METROPOLITAN GRP,212,172.0,254.535849165322,73.7,129.464150834678,384.0
61324,FALSE,FALSE,Travelers Commercial Ins Co,Travelers Grp,151,94.0,254.535849165322,73.7,-9.535849165321991,245.0
61324,FALSE,FALSE,USAA Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,109,86.0,254.535849165322,73.7,-59.53584916532199,195.0
61324,FALSE,FALSE,Erie Ins Co,ERIE INS GRP,185,116.0,254.535849165322,73.7,46.46415083467801,301.0
61324,FALSE,FALSE,Liberty Mut Fire Ins Co,LIBERTY MUT GRP,347,0.0,254.535849165322,73.7,92.46415083467801,347.0
61324,FALSE,FALSE,Country Mut Ins Co,Country Ins & Fin Serv Grp,149,127.0,254.535849165322,73.7,21.46415083467801,276.0
61324,FALSE,FALSE,Farmers Automobile Ins Assoc,PEKIN INS GRP,196,139.0,254.535849165322,73.7,80.46415083467801,335.0
61324,FALSE,FALSE,First Liberty Ins Corp,LIBERTY MUT GRP,354,0.0,254.535849165322,73.7,99.46415083467801,354.0
61324,FALSE,FALSE,United Serv Automobile Assn,UNITED SERV AUTOMOBILE ASSN GRP,107,75.0,254.535849165322,73.7,-72.53584916532199,182.0
61324,FALSE,FALSE,Progressive Northern Ins Co,PROGRESSIVE GRP,178,118.0,254.535849165322,73.7,41.46415083467801,296.0
61324,FALSE,FALSE,Safeco Ins Co Of IL,LIBERTY MUT GRP,148,145.0,254.535849165322,73.7,38.46415083467801,293.0
61324,FALSE,FALSE,Travelers Home & Marine Ins Co,Travelers Grp,157,99.0,254.535849165322,73.7,1.4641508346780086,256.0
61324,FALSE,FALSE,Garrison Prop & Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,173,145.0,254.535849165322,73.7,63.46415083467801,318.0
61324,FALSE,FALSE,Metropolitan Cas Ins Co,METROPOLITAN GRP,212,141.0,254.535849165322,73.7,98.46415083467801,353.0
61324,FALSE,FALSE,Geico Gen Ins Co,BERKSHIRE HATHAWAY GRP,172,123.0,254.535849165322,73.7,40.46415083467801,295.0
61324,FALSE,FALSE,Economy Preferred Ins Co,METROPOLITAN GRP,166,111.0,254.535849165322,73.7,22.46415083467801,277.0
61324,FALSE,FALSE,State Farm Mut Auto Ins Co,STATE FARM GRP,309,0.0,254.535849165322,73.7,54.46415083467801,309.0
61324,FALSE,FALSE,Trumbull Ins Co,HARTFORD FIRE & CAS GRP,161,40.0,254.535849165322,73.7,-53.53584916532199,201.0
61324,FALSE,FALSE,USAA Gen Ind Co,UNITED SERV AUTOMOBILE ASSN GRP,151,134.0,254.535849165322,73.7,30.46415083467801,285.0
61324,FALSE,FALSE,Metropolitan Prop & Cas Ins Co,METROPOLITAN GRP,104,108.0,254.535849165322,73.7,-42.53584916532199,212.0
61324,FALSE,FALSE,Geico Cas Co,BERKSHIRE HATHAWAY GRP,166,148.0,254.535849165322,73.7,59.46415083467801,314.0
61324,FALSE,FALSE,Geico Ind Co,BERKSHIRE HATHAWAY GRP,355,244.0,254.535849165322,73.7,344.464150834678,599.0
61324,FALSE,FALSE,American Family Mut Ins Co,AMERICAN FAMILY INS GRP,410,0.0,254.535849165322,73.7,155.464150834678,410.0
61324,FALSE,FALSE,Country Pref Ins Co,Country Ins & Fin Serv Grp,146,125.0,254.535849165322,73.7,16.46415083467801,271.0
61324,FALSE,FALSE,Progressive Universal Ins Co,PROGRESSIVE GRP,270,88.0,254.535849165322,73.7,103.46415083467801,358.0
61324,FALSE,FALSE,Erie Ins Exch,ERIE INS GRP,161,97.0,254.535849165322,73.7,3.4641508346780086,258.0
61324,FALSE,FALSE,American Standard Ins Co of WI,AMERICAN FAMILY INS GRP,704,0.0,254.535849165322,73.7,449.464150834678,704.0
61324,FALSE,FALSE,Illinois Farmers Ins Co,FARMERS INS GRP,265,170.0,254.535849165322,73.7,180.464150834678,435.0
61324,FALSE,FALSE,State Farm Fire & Cas Co,STATE FARM GRP,343,0.0,254.535849165322,73.7,88.46415083467801,343.0
61324,FALSE,FALSE,Government Employees Ins Co,BERKSHIRE HATHAWAY GRP,172,123.0,254.535849165322,73.7,40.46415083467801,295.0
61325,FALSE,FALSE,Progressive Direct Ins Co,PROGRESSIVE GRP,313,130.0,118.437883042574,93.6,324.562116957426,443.0
61325,FALSE,FALSE,Country Mut Ins Co,Country Ins & Fin Serv Grp,149,127.0,118.437883042574,93.6,157.56211695742599,276.0
61325,FALSE,FALSE,Allstate Ind Co,ALLSTATE INS GRP,319,189.0,118.437883042574,93.6,389.562116957426,508.0
61325,FALSE,FALSE,USAA Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,94,74.0,118.437883042574,93.6,49.562116957426,168.0
61325,FALSE,FALSE,Owners Ins Co,AUTO OWNERS GRP,212,140.0,118.437883042574,93.6,233.56211695742599,352.0
61325,FALSE,FALSE,First Liberty Ins Corp,LIBERTY MUT GRP,354,0.0,118.437883042574,93.6,235.56211695742599,354.0
61325,FALSE,FALSE,Metropolitan Grp Prop & Cas Ins Co,METROPOLITAN GRP,279,194.0,118.437883042574,93.6,354.562116957426,473.0
61325,FALSE,FALSE,Allstate Fire & Cas Ins Co,ALLSTATE INS GRP,236,158.0,118.437883042574,93.6,275.562116957426,394.0
61325,FALSE,FALSE,Liberty Mut Fire Ins Co,LIBERTY MUT GRP,347,0.0,118.437883042574,93.6,228.56211695742599,347.0
61325,FALSE,FALSE,Travelers Commercial Ins Co,Travelers Grp,161,101.0,118.437883042574,93.6,143.56211695742599,262.0
61325,FALSE,FALSE,Geico Ind Co,BERKSHIRE HATHAWAY GRP,355,244.0,118.437883042574,93.6,480.562116957426,599.0
61325,FALSE,FALSE,Progressive Northern Ins Co,PROGRESSIVE GRP,183,146.0,118.437883042574,93.6,210.56211695742599,329.0
61325,FALSE,FALSE,Metropolitan Cas Ins Co,METROPOLITAN GRP,188,141.0,118.437883042574,93.6,210.56211695742599,329.0
61325,FALSE,FALSE,Metropolitan Prop & Cas Ins Co,METROPOLITAN GRP,102,140.0,118.437883042574,93.6,123.562116957426,242.0
61325,FALSE,FALSE,United Serv Automobile Assn,UNITED SERV AUTOMOBILE ASSN GRP,101,68.0,118.437883042574,93.6,50.562116957426,169.0
61325,FALSE,FALSE,Travelers Home & Marine Ins Co,Travelers Grp,168,105.0,118.437883042574,93.6,154.56211695742599,273.0
61325,FALSE,FALSE,Trumbull Ins Co,HARTFORD FIRE & CAS GRP,138,28.0,118.437883042574,93.6,47.562116957426,166.0
61325,FALSE,FALSE,Safeco Ins Co Of IL,LIBERTY MUT GRP,137,154.0,118.437883042574,93.6,172.56211695742599,291.0
61325,FALSE,FALSE,Country Pref Ins Co,Country Ins & Fin Serv Grp,143,122.0,118.437883042574,93.6,146.56211695742599,265.0
61325,FALSE,FALSE,Geico Cas Co,BERKSHIRE HATHAWAY GRP,166,148.0,118.437883042574,93.6,195.56211695742599,314.0
61325,FALSE,FALSE,Geico Gen Ins Co,BERKSHIRE HATHAWAY GRP,172,123.0,118.437883042574,93.6,176.56211695742599,295.0
61325,FALSE,FALSE,Progressive Universal Ins Co,PROGRESSIVE GRP,274,109.0,118.437883042574,93.6,264.562116957426,383.0
61325,FALSE,FALSE,State Farm Fire & Cas Co,STATE FARM GRP,305,0.0,118.437883042574,93.6,186.56211695742599,305.0
61325,FALSE,FALSE,Economy Preferred Ins Co,METROPOLITAN GRP,147,109.0,118.437883042574,93.6,137.56211695742599,256.0
61325,FALSE,FALSE,Erie Ins Exch,ERIE INS GRP,150,99.0,118.437883042574,93.6,130.56211695742599,249.0
61325,FALSE,FALSE,Illinois Farmers Ins Co,FARMERS INS GRP,254,160.0,118.437883042574,93.6,295.562116957426,414.0
61325,FALSE,FALSE,State Farm Mut Auto Ins Co,STATE FARM GRP,275,0.0,118.437883042574,93.6,156.56211695742599,275.0
61325,FALSE,FALSE,Government Employees Ins Co,BERKSHIRE HATHAWAY GRP,172,123.0,118.437883042574,93.6,176.56211695742599,295.0
61325,FALSE,FALSE,American Standard Ins Co of WI,AMERICAN FAMILY INS GRP,770,0.0,118.437883042574,93.6,651.562116957426,770.0
61325,FALSE,FALSE,USAA Gen Ind Co,UNITED SERV AUTOMOBILE ASSN GRP,131,114.0,118.437883042574,93.6,126.562116957426,245.0
61325,FALSE,FALSE,Erie Ins Co,ERIE INS GRP,172,117.0,118.437883042574,93.6,170.56211695742599,289.0
61325,FALSE,FALSE,Garrison Prop & Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,149,122.0,118.437883042574,93.6,152.56211695742599,271.0
61325,FALSE,FALSE,Farmers Automobile Ins Assoc,PEKIN INS GRP,178,126.0,118.437883042574,93.6,185.56211695742599,304.0
61325,FALSE,FALSE,American Family Mut Ins Co,AMERICAN FAMILY INS GRP,449,0.0,118.437883042574,93.6,330.562116957426,449.0
61326,FALSE,FALSE,Liberty Mut Fire Ins Co,LIBERTY MUT GRP,347,0.0,72.2447994205931,93.1,274.7552005794069,347.0
61326,FALSE,FALSE,Metropolitan Grp Prop & Cas Ins Co,METROPOLITAN GRP,279,194.0,72.2447994205931,93.1,400.7552005794069,473.0
61326,FALSE,FALSE,Country Pref Ins Co,Country Ins & Fin Serv Grp,132,113.0,72.2447994205931,93.1,172.7552005794069,245.0
61326,FALSE,FALSE,Metropolitan Cas Ins Co,METROPOLITAN GRP,188,141.0,72.2447994205931,93.1,256.7552005794069,329.0
